0.05,3000,0.01407521,0.01779118,0.01150424,0.241944
0.05,1000,0.0155626,0.01950285,0.01257611,0.2510403
0.6,3000,0.01690701,0.02119469,0.01445396,0.3638718
0.6,5000,0.01560252,0.01962896,0.01265698,0.2577076
0.05,2000,0.01550574,0.01938461,0.01303814,0.3072759
0.95,4000,0.02048694,0.02610507,0.0190848,0.6374342
0.8,4000,0.01779718,0.02242941,0.01502751,0.3606682
0.95,5000,0.01986662,0.02518887,0.01749738,0.492083
0.8,1000,0.01883745,0.02378223,0.016684,0.4771326
0.6,1000,0.01623326,0.02054983,0.01346318,0.3029267
0.2,3000,0.01525588,0.0192757,0.0125519,0.2720063
0.05,5000,0.01580307,0.01963625,0.01322364,0.3081363
0.95,1000,0.02033426,0.02587148,0.01784268,0.4956504
0.2,2000,0.01562543,0.01968785,0.01275546,0.2668523
0.95,3000,0.01937852,0.02442294,0.01688807,0.4587893
0.4,5000,0.01665807,0.0208954,0.01391795,0.3223214
0.4,3000,0.01545207,0.01952185,0.01255973,0.2588351
0.05,4000,0.0148861,0.01878828,0.01238528,0.2792828
0.8,2000,0.01722492,0.02161278,0.01458406,0.3571891
0.8,3000,0.01853743,0.02327206,0.01622321,0.4451871
0.95,2000,0.01950333,0.0248369,0.0169428,0.4536959
0.4,2000,0.0162027,0.02041402,0.01368721,0.3294339
0.6,4000,0.01665802,0.02102402,0.01360245,0.2833359
0.2,5000,0.0153397,0.01922758,0.012608,0.2678512
0.6,2000,0.01576059,0.01984368,0.01284202,0.267294
0.4,1000,0.01568173,0.01976875,0.01281369,0.2675482
0.2,1000,0.01565791,0.01976113,0.01305107,0.2971883
0.2,4000,0.01571152,0.01988934,0.0127224,0.2542089
0.8,5000,0.01854903,0.02343987,0.01575755,0.389834
0.4,4000,0.01554636,0.01957901,0.01258869,0.2548569
